34,99,angeladou1328741646,3,t,h,h
35,99,bzg956999644,3,t,h,h
36,99,dcy961201,3,t,h,h
37,99,fan414692262,3,t,h,h
38,99,jizhiruwo123456,3,t,h,h
39,99,jpf691008,3,t,h,h
40,99,maoruofan1219,3,t,h,h
41,99,qiaomu12306,3,t,h,h
42,99,qiaosan_weixin,3,t,h,h
43,99,rrrmt1,3,t,h,h
44,99,sun108861931,3,t,h,h
45,99,ttytll,3,t,h,h
46,99,weijiajie898676919,3,t,h,h
47,99,weiyutu,3,t,h,h
48,99,wh997912782,3,t,h,h
49,99,wolfieemo,3,t,h,h
50,99,wsj5523220,3,t,h,h
51,99,wx13992366388,3,t,h,h
52,99,wxid_0wpd276jr9f622,3,t,h,h
53,99,wxid_20bvofufsh6z22,3,t,h,h
54,99,wxid_7616946168811,3,t,h,h
55,99,wxid_d8x5pl6sbqta22,3,t,h,h
56,99,wxid_eby9vbrixm7i22,3,t,h,h
57,99,wxid_jhg4xpel5gri21,3,t,h,h
58,99,wxid_lbm8xlhe1mr821,3,t,h,h
59,99,wxid_wkmkdy6jxqo22,3,t,h,h
60,99,wzrzyx,3,t,h,h
61,99,xaflyfly,3,t,h,h
62,99,xiongaidashu,3,t,h,h
63,99,youge1028,3,t,h,h
64,99,z18992318877,3,t,h,h
65,99,zhang805405725,3,t,h,h
66,99,zidungxiang,3,t,h,h
67,99,zjm132325,3,t,h,h
68,99,zyh55416,3,t,h,h
41001770,0,survey-study,4,T4,V5yMLa2mB9WDQmzq,6LNa9JvQ0w
41001770,1,survey-study,4,T4,Yo18XbGDvQP94Jev,LKD5XQ6A0O
41001770,2,survey-study,4,T4,8Xg0OdwQ53273rkZ,9bLd9R0Yga
41001770,3,survey-study,4,T4,4k1qWeP7j9g0Gv5Y,NyDV0wp2GY
41001770,4,survey-study,4,T4,JLyGqg41E8J9dPzg,WByJOM9jnp
41001770,5,survey-study,4,T4,J71MEjgWKzx0azlQ,96MWvgRDlG
41001770,6,survey-study,4,T4,jRXBdk7wl1BdqNkx,Z5O0Z9kvPz
41001770,7,survey-study,4,T4,L6AgZ6xJoGBq5Wm7,KbdaPOYO8x
41001770,8,survey-study,4,T4,7G6ywmq2KkewQdnA,bpozv3Rj12
41004844,0,19921891007,4,T2,2y96e5Q5ADgeAjNw,OQgEOjKzkR
41004844,1,19921891007,4,T2,Pqz9QZKjmbq45XN2,0woVepxYNB
41004844,2,19921891007,4,T2,X8agVG7xYAgVWlm1,gPA4m2yYjQ
41004844,3,19921891007,4,T2,7nYylkjdG516POZx,k0NYadK6ZA
41004844,4,19921891007,4,T2,JpXZ5DB3Jn8MKeDv,pgjayrMmJ8
41004844,5,19921891007,4,T2,Ya9kmnzO2pKmBRKO,jlMB0WpEo6
41004844,6,19921891007,4,T2,ap1XJL9onXvMoEdk,DgGx6Ondj7
41004844,7,19921891007,4,T2,yLxbK4RNB7PX81aM,DoYnOvE7bP
41004844,8,19921891007,4,T2,6gL3DB1qdaxeqKwW,aNDYy8Mq8O
41106470,0,wxid_fviwiei4j5x412,4,T3,6zMYQezKdrKNdJm2,rQ81bN1kEN
41106470,1,wxid_fviwiei4j5x412,4,T3,mBVvdgNOjbOM5qR8,eDJmdk3laE
41106470,2,wxid_fviwiei4j5x412,4,T3,DmQpXjqNGdN2JOnE,xQlGv5JvE8
41106470,3,wxid_fviwiei4j5x412,4,T3,o72QdkK3Je3dJw93,npV1N9PrA5
41106470,4,wxid_fviwiei4j5x412,4,T3,a75ZvlR3rJ3QgeDG,mOvY1ox3w5
41106470,5,wxid_fviwiei4j5x412,4,T3,keLXNm8gEKgQ9bwl,r14zqnxoqA
41106470,6,wxid_fviwiei4j5x412,4,T3,0g1n365gzlg8AqdE,1YNyXNjoE9
41106470,7,wxid_fviwiei4j5x412,4,T3,NGMV947BqEBX7YKz,7VN3dkxWPL
41106470,8,wxid_fviwiei4j5x412,4,T3,5kaD4pB1nW1R2VlL,e9xleGYWZO
41107709,0,aliceluck,4,T1,AX05M7zB1WeVQnDo,4gvBVRB9jd
41107709,1,aliceluck,4,T1,q5Dzm7Y87vVPpGWd,AMvQWwQeVK
41107709,2,aliceluck,4,T1,BvJ0xyDLzQ3NZpQO,Jn5b8yxp3m
41107709,3,aliceluck,4,T1,v5LNXyG45RWb6wP9,nMZJB8Pd6B
41107709,4,aliceluck,4,T1,8Pz4QyldmAqexmVn,jWvlB09Gap
41107709,5,aliceluck,4,T1,m3QE7yVgBmM4yqXW,7608J43Z5X
41107709,6,aliceluck,4,T1,QPMXmMKnEywjJ5kw,odeN651p3B
41107709,7,aliceluck,4,T1,bDa5g14zV1wd6MEq,v0yqYL2Ppb
41107709,8,aliceluck,4,T1,qPKDwEg4orY1x96z,QjyNGkNOlP
41109482,0,ElaineWinnie,4,T1,kbmaJNoWmo7xVYj5,GKDV3mBwXN
41109482,1,ElaineWinnie,4,T1,eGY7vN35a3BX034a,ODM0E8lZYm
41109482,2,ElaineWinnie,4,T1,AEjZ3NVg7VZ3XpBO,0x18bN8PZM
41109482,3,ElaineWinnie,4,T1,8NXKJN0kY0Qmg29y,9vpYW90xRK
41109482,4,ElaineWinnie,4,T1,1jrwgNoZNodeNp07,GdY9BO0p8B
41109482,5,ElaineWinnie,4,T1,vApWjNX0wX5ZonOD,J4VMG2RbxO
41109482,6,ElaineWinnie,4,T1,YgrMpNzVAzQp7VnE,r16qp8qpQ7
41109482,7,ElaineWinnie,4,T1,QaMwWNxvwxZBGxOp,Oe3jvXqaZR
41109482,8,ElaineWinnie,4,T1,1EzoWN87p8x40Oev,eOKaYbjZnw
41111612,0,mengliuxi2010,4,T3,yO4e8WXAGzVgAap9,GyzwMPA3VY
41111612,1,mengliuxi2010,4,T3,7VG2LMJpAdWOBdgJ,Ez3OJ8m84k
41111612,2,mengliuxi2010,4,T3,wPlbGweWBM5X0Kox,ZRmpAd0Mo1
41111612,3,mengliuxi2010,4,T3,9noBXAzy1jLlmaNe,vLq2neYBxM
41111612,4,mengliuxi2010,4,T3,mQek8Aa6zkJ8D75Z,9A7MO6brkg
41111612,5,mengliuxi2010,4,T3,DEZ2LAlOarVpjbeR,gRmekbMqoz
41111612,6,mengliuxi2010,4,T3,wQdZ18z0579O78r3,6K95R65B4r
41111612,7,mengliuxi2010,4,T3,ZDkPdMlJwXNyn35v,weBpwXgkKo
41111612,8,mengliuxi2010,4,T3,ZKvD5WoM27j59Ay1,BEzjn45eWM
41112963,0,C2013072736,4,T1,7zDGZMypzarZEOvw,wvJ1apYVb2
41112963,1,C2013072736,4,T1,4W2egWD6mwrpZ3qJ,v72zKwz6g8
41112963,2,C2013072736,4,T1,615926agobnmo8Wb,OMD8jxEQ1V
41112963,3,C2013072736,4,T1,EeNy1ZrpP4Q1Vw62,Kp6EgaXY7L
41112963,4,C2013072736,4,T1,Wa6B7VdbozAwlPA9,vlqJ8LJM4m
41112963,5,C2013072736,4,T1,Bn7WPp2m9rnMzdj9,xkQ5Vj5mE6
41112963,6,C2013072736,4,T1,g6Yy57GJv2Z5LvA9,OqZEPg9yGM
41112963,7,C2013072736,4,T1,1wVKjyRMEv5ZYBbp,VPx1v7moDa
41112963,8,C2013072736,4,T1,wBGXpBaoPYNl8Rqy,lM31ZyGLV5
41114824,0,a39843160,4,T4,YyO84Mn5x9LbMXEA,384K1bMmLB
41114824,1,a39843160,4,T4,lMJydalym9M8nA2p,D2qApQXbGg
41114824,2,a39843160,4,T4,g9lYLb50NbEjQB6v,r8dABwakXN
41114824,3,a39843160,4,T4,WGMJVdgeW0ZlLknB,VpqzOWzaZD
41114824,4,a39843160,4,T4,QJy3E4zA1JBbYd2g,lGLVM0ZeBJ
41114824,5,a39843160,4,T4,garAKgXQ286MvmZE,eR7O48OkaQ
41114824,6,a39843160,4,T4,aXLDBjKZRQLwvgdr,5z0x2pPdBp
41114824,7,a39843160,4,T4,dgA3X60l2Aj58LVa,Jgy4mRP9RN
41114824,8,a39843160,4,T4,o1LE5l12lb67q82v,J4oBnOgble
41118820,0,lihui123____,4,T3,zo7leqaGMY8e34QJ,znLKEyKpyX
41118820,1,lihui123____,4,T3,JqLgK9QJbL1K1nBX,jq0N7VdenE
41118820,2,lihui123____,4,T3,q5WD369d0zljQLgl,q4r6NeMnwv
41118820,3,lihui123____,4,T3,j0vl4w596OJKaOdq,nX0xeZW6V7
41118820,4,lihui123____,4,T3,NLy4ExJKzOAb9maR,qd9jzw2N8R
41118820,5,lihui123____,4,T3,YjvG7yQ2EZB7e1Lg,NdOXeDgRq4
41118820,6,lihui123____,4,T3,1ODdB2J5vQ2B7pWP,AwYxgV3W1n
41118820,7,lihui123____,4,T3,aeqGZAQz4q8ZNYQ1,jbPZmWzoqG
41118820,8,lihui123____,4,T3,yonDOBVomgPOZ8Gk,QBVknA72g3
41120393,0,DawnCHEN12,4,T2,LNWZBkb7djkQejKz,5zkM4DMgEe
41120393,1,DawnCHEN12,4,T2,7lMR1meLXz21xPZ4,vl0mplmLk4
41120393,2,DawnCHEN12,4,T2,vAq4BNqpan82QNxK,mgpOyXb3ZW
41120393,3,DawnCHEN12,4,T2,wkYDq7Jyr4b23Ojo,dmAYeKw1E7
41120393,4,DawnCHEN12,4,T2,9y3D7jGN3mrZjlOq,VXwYM2y2PW
41120393,5,DawnCHEN12,4,T2,mZW5plzwdYbaELD0,nv8Bqxap64
41120393,6,DawnCHEN12,4,T2,vAJ3lzGQbzMqN5en,VE1QRA8Z7P
41120393,7,DawnCHEN12,4,T2,0doyLwoyP13L7B4q,G8aBdEpnAl
41120393,8,DawnCHEN12,4,T2,Wwvn1wobwx01R9o4,lVBye9yAKW
41122511,0,wxid_tsmlvx3ua4qp22,4,T2,OGLY4kO3z364WQy0,rnz7w0koKd
41122511,1,wxid_tsmlvx3ua4qp22,4,T2,DXGVRX7k0kdOJ43z,Vo7QM34bw2
41122511,2,wxid_tsmlvx3ua4qp22,4,T2,yjKxm49nOnK25AzQ,w3EXg9OrBJ
41122511,3,wxid_tsmlvx3ua4qp22,4,T2,eJX4Wqa4b4lW7ZyB,yEZOJRO7bq
41122511,4,wxid_tsmlvx3ua4qp22,4,T2,za378v4j2jDBLZWd,9KwbvzbLJ3
41122511,5,wxid_tsmlvx3ua4qp22,4,T2,9aY3Jzo3Y3j8oZGM,jxEOkeMBXV
41122511,6,wxid_tsmlvx3ua4qp22,4,T2,yLVDGzyABAJ47BwN,e0gOa2Ro57
41122511,7,wxid_tsmlvx3ua4qp22,4,T2,jOWBXW5a1aV7rRpo,jo7pw9d5Pn
41122511,8,wxid_tsmlvx3ua4qp22,4,T2,r3do0zq7K7eglxWe,g9pwnRw4Nr
41123384,0,wxid_eilo515dosie21,4,T3,8ZaYPVBLYnvPDOl5,mlAMAwkNnp
41123384,1,wxid_eilo515dosie21,4,T3,xA0gQVma8976eRr2,0G3xM5xpgl
41123384,2,wxid_eilo515dosie21,4,T3,XKwaNV9bpr1RmPne,l9MYNDWey5
41123384,3,wxid_eilo515dosie21,4,T3,q9gzPV7dkKeL3BrJ,Q4zPgylO6g
41123384,4,wxid_eilo515dosie21,4,T3,R7L1PV3eoMJm5zQA,p5YR183D7L
41123384,5,wxid_eilo515dosie21,4,T3,qXd84Vzg0yQ4Y2KJ,jOVZ5vYzBG
41123384,6,wxid_eilo515dosie21,4,T3,2g7jXVx6NpO8lYNv,Zq2zljdxYB
41123384,7,wxid_eilo515dosie21,4,T3,8QyxKVjkJVWKXvPj,8PV6ybReZX
41123384,8,wxid_eilo515dosie21,4,T3,Jjx4kVol2m9a5LPM,WwzAMd4Lmq
41124814,0,ggmmd0,4,T4,7oxVmRnXqPzmDXZn,43Y1yLjdPr
41124814,1,ggmmd0,4,T4,J54M8n6onAa8P2ax,8x0p1B4Val
41124814,2,ggmmd0,4,T4,2bOPBpm3DbE5K9W7,g94vBLyo37
41124814,3,ggmmd0,4,T4,DVGP69ENeng6dK4k,WGxax7YEyL
41124814,4,ggmmd0,4,T4,p7EnxwnwYM38OVlw,G4r65deyZ5
41124814,5,ggmmd0,4,T4,qdoDEyL2j7Mm2nr7,LV6A1NGa1e
41124814,6,ggmmd0,4,T4,1n6DJbpz3jqBPWa7,rdjxOpb5lE
41124814,7,ggmmd0,4,T4,5PdeWev7x8oJDK2g,KJ71me1qXZ
41124814,8,ggmmd0,4,T4,MzXORjm3nkE6Nr79,wNkBJayGq8
41126698,0,zxh-19980602,4,T1,g875wlnOgVpmXlad,dO4M8ka2bn
41126698,1,zxh-19980602,4,T1,kG2L3nboEk738W1j,Owq4O9kWxK
41126698,2,zxh-19980602,4,T1,K7g2963vy8x0pl8b,GW7J04J8kA
41126698,3,zxh-19980602,4,T1,3jML19Yg65y1zrYB,oEbWZY3ka8
41126698,4,zxh-19980602,4,T1,glydm2KY2w4MJQoD,7LR860el4z
41126698,5,zxh-19980602,4,T1,1E30BemQgJ3BR7QA,DnoO7pmlaN
41126698,6,zxh-19980602,4,T1,WDmlXjNqgonXxy12,DRxG1g4vkZ
41126698,7,zxh-19980602,4,T1,Zy1Gjl14gzkwbNRk,XpbKAeKVow
41126698,8,zxh-19980602,4,T1,YE6M7n6ovGd7a9mB,Z6ORngv4mw
41127011,0,dhh11191106,4,T2,Xwa15kV3xzxq829v,dVDbwd7PNw
41127011,1,dhh11191106,4,T2,2qyl0X3kg1gOd1RJ,XrbMWDxypk
41127011,2,dhh11191106,4,T2,nZGYm4EnN9NLVqWg,P9bYX9QNm2
41127011,3,dhh11191106,4,T2,5MowWqv4oQojKVX7,kaJ4My4R3K
41127011,4,dhh11191106,4,T2,VjM98v7jzdzNyE2A,ERlbv1qNvL
41127011,5,dhh11191106,4,T2,NM4YJzo3PzP8L6vd,w3KMklp0j8
41127011,6,dhh11191106,4,T2,ObxVGzrAP2PGoWak,ZXaWaAWBwe
41127011,7,dhh11191106,4,T2,OblxXW2aP0PEkm1r,Wq97wd3eMg
41127011,8,dhh11191106,4,T2,O6L9EzM7PeP0wxKz,JdWwnQzLNl
41128991,0,hubiao950918,4,T2,aXpJ8gXV0y7MR4dq,OeR8d2ABna
41128991,1,hubiao950918,4,T2,YBZxdBPo9QeOWQ0N,XLOWNQ98qR
41128991,2,hubiao950918,4,T2,adpqk8LBj5ZkKJ5M,1kYKaYK3Eg
41128991,3,hubiao950918,4,T2,P8vMWd8GRXJWwOo5,p9jQkXm4lz
41128991,4,hubiao950918,4,T2,vDQO0kRagAEeXJ7G,n7KxKnbv4Q
41128991,5,hubiao950918,4,T2,Z6zKR0P8bAQRPokY,mePgq5gRLb
41128991,6,hubiao950918,4,T2,r1ZAv3ob9B1vd7QE,owyvgbmKXD
41128991,7,hubiao950918,4,T2,XDrq5n4oNXEBG2eZ,R8Xmj2mGre
41128991,8,hubiao950918,4,T2,BWba1bWRKQlvljxw,9XmMevbleE
41129485,0,leguamer_tt-1,4,T1,rAy73Dqa6vAknx82,MqKn7vJjBv
41129485,1,leguamer_tt-1,4,T1,yXBzWDgd693N45Q2,ozpYdagd41
41129485,2,leguamer_tt-1,4,T1,xnK1EDdg6x9Ea3by,8BjZOBEl1M
41129485,3,leguamer_tt-1,4,T1,MjEm2Dpk64P2bNDV,LQZ3NkMegG
41129485,4,leguamer_tt-1,4,T1,P2lKWDNm6z4ZXA5n,GQlM3WMZj4
41129485,5,leguamer_tt-1,4,T1,yzw1eDPq6kBead4V,RXVJq9Jbw5
41129485,6,leguamer_tt-1,4,T1,LMb4GD5q6gMZ5Ak6,XyVQRGB6b8
41129485,7,leguamer_tt-1,4,T1,V4jyBDOq6e9g7GdN,RNEb7Dmpa5
41129485,8,leguamer_tt-1,4,T1,30W45Dzq6QL8obGR,l5nmRZm2Pv
41131833,0,wxid_51ki7mo42vwy22,4,T1,q3WE1Y54Q6P1GKLb,NmV49VwYvW
41131833,1,wxid_51ki7mo42vwy22,4,T1,D03Rba3xQye4o6yQ,KJv5KPxkV3
41131833,2,wxid_51ki7mo42vwy22,4,T1,JOzBjbEnQdoP82Ql,xwX1y91NlK
41131833,3,wxid_51ki7mo42vwy22,4,T1,qVRoP6Q6OYwvm6lY,Mv2jRXlX57
41131833,4,wxid_51ki7mo42vwy22,4,T1,GYX24eqQrZN4e1x3,dkg1YoRyZl
41131833,5,wxid_51ki7mo42vwy22,4,T1,4Kpn84oAZr3qNdQE,aKeYZKvlNr
41131833,6,wxid_51ki7mo42vwy22,4,T1,xvWyEjyvQNY1m5MO,D01B13Wpa7
41131833,7,wxid_51ki7mo42vwy22,4,T1,lq6y1kZaQyGw0nYG,Wo0lj7x9eO
41131833,8,wxid_51ki7mo42vwy22,4,T1,brLoMl9WQBl7zjQO,YK80yrG9dp
41132130,0,wenjingMa94,4,T3,7apkEnVod1zE1xvA,j2zKAQKl5V
41132130,1,wenjingMa94,4,T3,VKW230E4NveJR1Ag,RokKJ08j9m
41132130,2,wenjingMa94,4,T3,r0M5qp4dxJDqYEDO,z0VLeMLqYJ
41132130,3,wenjingMa94,4,T3,gmLr0qq8J6n0y5Z9,1GyOZd6EAw
41132130,4,wenjingMa94,4,T3,wlor799vjdZ70aMk,M5BQMNZ2oL
41132130,5,wenjingMa94,4,T3,9P4Vj3y3vgZYe0RO,7KrJa3Q6ow
41132130,6,wenjingMa94,4,T3,w46elwpywn3GJgq3,Q3JlOXjrMR
41132130,7,wenjingMa94,4,T3,J7G0Yx2jqdGVk2AQ,YVBKq3470v
41132130,8,wenjingMa94,4,T3,G53p4yJdaoNKARj9,ywzKQxYA1o
41133755,0,woaiwoziji_guolei,4,T3,rwD2m72BdYG8YzPb,p8PZv2Zgw0
41133755,1,woaiwoziji_guolei,4,T3,m8KDvA45BNoEOo3d,DBPRgJW2bl
41133755,2,woaiwoziji_guolei,4,T3,03AO5Onz0kdJQeRl,rw7RN1O0pe
41133755,3,woaiwoziji_guolei,4,T3,GJajRAnWEABdlVyx,0E6RBdZnM2
41133755,4,woaiwoziji_guolei,4,T3,D65AEL573pPgnmPp,JVpPg7PZmK
41133755,5,woaiwoziji_guolei,4,T3,6mVj3ArOJ0ndg4br,Byo35m3eN0
41133755,6,woaiwoziji_guolei,4,T3,Wa9E7AzaKVmpQmYP,6k58Rb80Ly
41133755,7,woaiwoziji_guolei,4,T3,w48NWA0GL8ORGVzQ,K7XOvD2m8j
41133755,8,woaiwoziji_guolei,4,T3,3WeM82EYOJXBJ02D,NGvPW29kXA
41134121,0,im-possible-,4,T4,o5xMKg4XOXvRJ2EZ,ZxrMJDVj6y
41134121,1,im-possible-,4,T4,2xjZ0jLbybvGrKzy,nByP36JE7D
41134121,2,im-possible-,4,T4,dnQvqk4P2PnezLoa,n2WYPozJPR
41134121,3,im-possible-,4,T4,Pverjlb7k7BJYEAl,jgE4374Ned
41134121,4,im-possible-,4,T4,Kqpn56mVoVXlNJeM,jAp513GqmE
41134121,5,im-possible-,4,T4,PdkZ5nQoOo68mjQy,ODM4kLQEWA
41134121,6,im-possible-,4,T4,3vnyw4Z9P9bG4jMV,l8d5aJwjqL
41134121,7,im-possible-,4,T4,rB0REpZO9Oo87ZG6,bo56wa90jq
41134121,8,im-possible-,4,T4,Qdlw3qG464A0W9ZM,vPrwnWObBg
41135682,0,EmilyJovovich,4,T4,N4bQ1QBWzpkgJaAd,Yoqg4eWnQ9
41135682,1,EmilyJovovich,4,T4,E9xrwQ9dAYVwD4Qm,8n53JB3z62
41135682,2,EmilyJovovich,4,T4,WxjdOQWgBLMJ7R31,nGAPYx65lz
41135682,3,EmilyJovovich,4,T4,PXw6nQWk8Gq3k0pm,dxvKPY7XyJ
41135682,4,EmilyJovovich,4,T4,5rgKaQ5mEpGajAp0,o8OKVwR6vj
41135682,5,EmilyJovovich,4,T4,47LXgQ9ZGB3gjdnr,384BAx1zdb
41135682,6,EmilyJovovich,4,T4,6vd52QGqJabR3NXb,9P7N4v6XZp
41135682,7,EmilyJovovich,4,T4,lybrkQXV2Ne7pLd9,rwXPbgeod3
41135682,8,EmilyJovovich,4,T4,GP6oZQY2LXjZM10W,WBjYa8dJl0
41136889,0,Eason9382,4,T4,noY7ZdJAj2b0x2Ad,EPdBvrBjqk
41136889,1,Eason9382,4,T4,1k9pZLxpY2aZ7emO,QEZwp6Pab0
41136889,2,Eason9382,4,T4,JWng81kJplP0a57j,2wydzpvK9m
41136889,3,Eason9382,4,T4,yzPb2RxLEXg63Q0L,8Y7l24xMV2
41136889,4,Eason9382,4,T4,e2kLvVrPxeovJ5ZA,RDY3vK8nPx
41136889,5,Eason9382,4,T4,Em75lwkpwVelPRnZ,k3QxpVWLo2
41136889,6,Eason9382,4,T4,x9BrWaGZyOa4yY3w,ebK4n1gaYp
41136889,7,Eason9382,4,T4,04gBnegY15V2q8QJ,Ag6RBKbwBl
41136889,8,Eason9382,4,T4,5AvmgELJe1pQNKMJ,nLYKzyG8vp
41137830,0,kakalzo,4,T4,4l1mP82mJ8g5YQ2R,8Y7JjdBPRE
41137830,1,kakalzo,4,T4,56WAQEDlz8jgEPL9,lr0dKWdo4W
41137830,2,kakalzo,4,T4,1DxvMGZNgxkE0OW8,J9WEgZzQxl
41137830,3,kakalzo,4,T4,jEa7NJ6WLVPNwoVG,lQqNBPgdPX
41137830,4,kakalzo,4,T4,EodaQKKl0OaQ93YW,Xoxlz1Er39
41137830,5,kakalzo,4,T4,1LRxd3Y3NBnMA53a,rg6PVgdzyR
41137830,6,kakalzo,4,T4,nZaQ1Mojvq37ARm8,mPB2pvjgRb
41137830,7,kakalzo,4,T4,AD61WNV4zl0WXwEv,5lLKQZm6XQ
41137830,8,kakalzo,4,T4,GAOyNOAkdVezW1PK,2gV8eGMwnl
41138798,0,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,Rvm6N12GEDxJA8QY,WBQ9bn952Y
41138798,1,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,LXGO3KaZljYNRdE2,bmDgvQWvx3
41138798,2,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,a0QmZjybN3n2K7rz,blVG936YJe
41138798,3,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,91E0QP5ZKnlwv2mM,vG328W0b45
41138798,4,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,7NO5zndo2OkbD0XQ,EbgA7rZoNX
41138798,5,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,X1Q8vPldMDpvrpPo,djKzv6zx20
